deuda_id,linea_id,circunstancia_id,cliente_id,monto_original,monto_actual,fecha_vencimiento,estado_deuda,meses_mora,fecha_generacion,fecha_actualizacion
MD#9855,CS%16,CS%G20,C0K12,200.0,200.0,2024-08-03,PAGADA,0,2020-07-13,2020-09-18
MD#9856,CS%160,CS%G20,C0K194,200.0,200.0,2024-08-03,PENDIENTE,0,2023-07-02,2023-09-02
MD#9857,CS%161,CS%G20,C0K174,200.0,200.0,2024-08-03,PENDIENTE,0,2023-07-12,2023-09-24
MD#9858,CS%162,CS%G20,C0K180,200.0,200.0,2024-08-03,PENDIENTE,0,2023-08-07,2023-09-16
MD#9859,CS%163,CS%G20,C0K167,200.0,200.0,2024-08-03,PAGADA,0,2023-03-29,2023-05-24
MD#9860,CS%165,CS%G20,C0K190,200.0,200.0,2024-08-03,PAGADA,0,2023-01-19,2023-01-22
MD#9861,CS%166,CS%G20,C0K146,200.0,200.0,2024-08-03,PENDIENTE,0,2023-08-10,2023-09-17
MD#9862,CS%167,CS%G20,C0K146,200.0,200.0,2024-08-03,PAGADA,0,2023-02-04,2023-03-13
MD#9863,CS%169,CS%G20,C0K164,200.0,200.0,2024-08-03,VENCIDA,2,2023-02-23,2023-04-22
MD#9864,CS%17,CS%G20,C0K12,200.0,200.0,2024-08-03,PAGADA,0,2021-03-26,2021-06-07
MD#9865,CS%170,CS%G20,C0K164,200.0,200.0,2024-08-03,PENDIENTE,0,2023-09-10,2023-10-26
MD#9866,CS%171,CS%G20,C0K175,200.0,200.0,2024-08-03,PAGADA,0,2023-11-02,2023-11-21
MD#9867,CS%172,CS%G20,C0K175,200.0,200.0,2024-08-03,VENCIDA,2,2023-02-19,2023-03-18
MD#9868,CS%174,CS%G20,C0K199,200.0,200.0,2024-08-03,VENCIDA,1,2023-10-05,2023-11-25
MD#9869,CS%175,CS%G20,C0K169,200.0,200.0,2024-08-03,PENDIENTE,0,2023-02-02,2023-04-29
MD#9870,CS%177,CS%G20,C0K192,200.0,200.0,2024-08-03,VENCIDA,2,2023-04-15,2023-05-29
MD#9871,CS%178,CS%G20,C0K192,200.0,200.0,2024-08-03,VENCIDA,1,2023-09-14,2023-11-19
MD#9872,CS%179,CS%G20,C0K192,200.0,200.0,2024-08-03,PAGADA,0,2023-03-28,2023-06-07
MD#9873,CS%18,CS%G20,C0K17,200.0,200.0,2024-08-03,PENDIENTE,0,2020-12-06,2021-01-02
MD#9874,CS%180,CS%G20,C0K179,200.0,200.0,2024-08-03,VENCIDA,1,2023-09-23,2023-11-20
MD#9875,CS%181,CS%G20,C0K179,200.0,200.0,2024-08-03,VENCIDA,1,2023-01-26,2023-02-05
MD#9876,CS%182,CS%G20,C0K179,200.0,200.0,2024-08-03,PAGADA,0,2023-03-19,2023-05-13
MD#9877,CS%183,CS%G20,C0K1203,300.0,300.0,2024-08-03,PENDIENTE,0,2023-06-04,2023-08-06
MD#9878,CS%184,CS%G20,C0K1138,300.0,300.0,2024-08-03,PENDIENTE,0,2023-11-24,2023-12-08
MD#9879,CS%185,CS%G20,C0K1182,300.0,300.0,2024-08-03,PENDIENTE,0,2023-02-06,2023-03-01
MD#9880,CS%187,CS%G20,C0K1182,300.0,300.0,2024-08-03,VENCIDA,1,2023-08-21,2023-09-15
MD#9881,CS%188,CS%G20,C0K1170,300.0,300.0,2024-08-03,PAGADA,0,2023-10-18,2023-11-01
MD#9882,CS%189,CS%G20,C0K1202,300.0,300.0,2024-08-03,PAGADA,0,2023-01-22,2023-04-09
MD#9883,CS%19,CS%G20,C0K137,200.0,200.0,2024-08-03,PENDIENTE,0,2020-07-10,2020-08-14
MD#9884,CS%191,CS%G20,C0K1114,300.0,300.0,2024-08-03,PAGADA,0,2023-10-24,2023-11-18
MD#9885,CS%192,CS%G20,C0K1174,300.0,300.0,2024-08-03,PAGADA,0,2023-06-21,2023-08-14
MD#9886,CS%193,CS%G20,C0K1163,300.0,300.0,2024-08-03,PAGADA,0,2023-08-13,2023-09-29
MD#9887,CS%195,CS%G20,C0K1102,300.0,300.0,2024-08-03,PAGADA,0,2024-01-30,2024-03-08
MD#9888,CS%196,CS%G20,C0K1146,300.0,300.0,2024-08-03,VENCIDA,1,2023-10-05,2023-11-23
MD#9889,CS%198,CS%G20,C0K1190,300.0,300.0,2024-08-03,PAGADA,0,2023-09-22,2023-12-10
MD#9890,CS%199,CS%G20,C0K1190,300.0,300.0,2024-08-03,PENDIENTE,0,2023-07-01,2023-09-17
MD#9891,CS%20,CS%G20,C0K133,200.0,200.0,2024-08-03,PAGADA,0,2020-07-29,2020-09-08
MD#9892,CS%200,CS%G20,C0K1183,300.0,300.0,2024-08-03,PENDIENTE,0,2023-03-10,2023-05-20
MD#9893,CS%201,CS%G20,C0K1187,300.0,300.0,2024-08-03,PENDIENTE,0,2023-12-31,2024-03-04
MD#9894,CS%202,CS%G20,C0K1162,300.0,300.0,2024-08-03,PENDIENTE,0,2023-12-27,2024-01-24
MD#9895,CS%203,CS%G20,C0K1179,300.0,300.0,2024-08-03,PAGADA,0,2023-09-14,2023-10-06
MD#9896,CS%204,CS%G20,C0K1208,300.0,300.0,2024-08-03,PAGADA,0,2023-11-02,2023-12-30
MD#9897,CS%205,CS%G20,C0K1133,300.0,300.0,2024-08-03,PAGADA,0,2023-11-26,2024-02-22
MD#9898,CS%206,CS%G20,C0K1196,300.0,300.0,2024-08-03,PENDIENTE,0,2023-08-29,2023-09-14
MD#9899,CS%207,CS%G20,C0K1143,300.0,300.0,2024-08-03,PAGADA,0,2023-11-19,2023-11-29
MD#9900,CS%208,CS%G20,C0K1194,300.0,300.0,2024-08-03,VENCIDA,1,2023-04-21,2023-04-25
MD#9901,CS%209,CS%G20,C0K1115,300.0,300.0,2024-08-03,PAGADA,0,2023-05-09,2023-06-24
MD#9902,CS%21,CS%G20,C0K133,200.0,200.0,2024-08-03,PENDIENTE,0,2020-09-30,2020-12-29
MD#9903,CS%210,CS%G20,C0K1195,300.0,300.0,2024-08-03,PENDIENTE,0,2023-11-01,2023-12-15
MD#9904,CS%211,CS%G20,C0K1130,300.0,300.0,2024-08-03,PAGADA,0,2023-05-08,2023-05-28
MD#9905,CS%213,CS%G20,C0K1105,300.0,300.0,2024-08-03,PAGADA,0,2023-07-20,2023-09-19
MD#9906,CS%214,CS%G20,C0K1105,300.0,300.0,2024-08-03,PENDIENTE,0,2023-09-02,2023-10-09
MD#9907,CS%215,CS%G20,C0K1104,300.0,300.0,2024-08-03,PAGADA,0,2024-01-14,2024-03-30
MD#9908,CS%216,CS%G20,C0K1119,300.0,300.0,2024-08-03,PAGADA,0,2024-03-24,2024-05-15
MD#9909,CS%217,CS%G20,C0K1158,300.0,300.0,2024-08-03,PAGADA,0,2023-06-14,2023-09-11
MD#9910,CS%218,CS%G20,C0K1126,300.0,300.0,2024-08-03,PAGADA,0,2023-07-05,2023-09-11
MD#9911,CS%219,CS%G20,C0K1113,300.0,300.0,2024-08-03,PENDIENTE,0,2023-05-25,2023-07-13
MD#9912,CS%220,CS%G20,C0K1124,300.0,300.0,2024-08-03,VENCIDA,1,2024-01-19,2024-04-15
MD#9913,CS%221,CS%G20,C0K1199,300.0,300.0,2024-08-03,VENCIDA,1,2023-08-15,2023-09-12
MD#9914,CS%222,CS%G20,C0K1144,300.0,300.0,2024-08-03,PENDIENTE,0,2023-12-10,2024-01-30
MD#9915,CS%224,CS%G20,C0K1189,300.0,300.0,2024-08-03,PAGADA,0,2023-09-06,2023-10-26
MD#9916,CS%226,CS%G20,C0K1204,300.0,300.0,2024-08-03,PENDIENTE,0,2023-10-18,2024-01-01
MD#9917,CS%227,CS%G20,C0K1204,300.0,300.0,2024-08-03,PAGADA,0,2023-07-21,2023-09-21
MD#9918,CS%228,CS%G20,C0K1116,300.0,300.0,2024-08-03,PAGADA,0,2024-01-08,2024-01-26
MD#9919,CS%229,CS%G20,C0K1132,300.0,300.0,2024-08-03,VENCIDA,2,2023-05-16,2023-07-05
MD#9920,CS%23,CS%G20,C0K135,200.0,200.0,2024-08-03,PENDIENTE,0,2020-11-24,2021-02-16
MD#9921,CS%232,CS%G20,C0K1192,300.0,300.0,2024-08-03,PAGADA,0,2023-06-25,2023-06-28
MD#9922,CS%233,CS%G20,C0K1167,300.0,300.0,2024-08-03,PAGADA,0,2023-06-06,2023-07-13
MD#9923,CS%234,CS%G20,C0K1180,300.0,300.0,2024-08-03,PAGADA,0,2024-01-26,2024-03-12
MD#9924,CS%235,CS%G20,C0K1150,300.0,300.0,2024-08-03,VENCIDA,1,2024-01-10,2024-02-19
MD#9925,CS%236,CS%G20,C0K1137,300.0,300.0,2024-08-03,PENDIENTE,0,2024-04-12,2024-06-09
MD#9926,CS%238,CS%G20,C0K1137,300.0,300.0,2024-08-03,PAGADA,0,2024-05-06,2024-05-18
MD#9927,CS%239,CS%G20,C0K1197,300.0,300.0,2024-08-03,PAGADA,0,2023-08-08,2023-08-14
MD#9928,CS%24,CS%G20,C0K113,200.0,200.0,2024-08-03,PENDIENTE,0,2021-03-21,2021-04-13
MD#9929,CS%240,CS%G20,C0K1178,300.0,300.0,2024-08-03,PAGADA,0,2024-01-15,2024-03-08
MD#9930,CS%241,CS%G20,C0K1177,300.0,300.0,2024-08-03,PAGADA,0,2024-05-03,2024-05-07
MD#9931,CS%242,CS%G20,C0K1128,300.0,300.0,2024-08-03,VENCIDA,2,2023-11-27,2024-02-18
MD#9932,CS%243,CS%G20,C0K1156,300.0,300.0,2024-08-03,PENDIENTE,0,2024-02-06,2024-04-09
MD#9933,CS%244,CS%G20,C0K1156,300.0,300.0,2024-08-03,PENDIENTE,0,2023-12-26,2024-03-23
MD#9934,CS%245,CS%G20,C0K1127,300.0,300.0,2024-08-03,VENCIDA,1,2023-11-12,2024-02-05
MD#9935,CS%246,CS%G20,C0K1157,300.0,300.0,2024-08-03,PAGADA,0,2024-01-25,2024-03-13
MD#9936,CS%247,CS%G20,C0K1171,300.0,300.0,2024-08-03,PAGADA,0,2023-08-13,2023-11-08
MD#9937,CS%248,CS%G20,C0K1129,300.0,300.0,2024-08-03,PENDIENTE,0,2024-05-11,2024-07-26
MD#9938,CS%25,CS%G20,C0K132,200.0,200.0,2024-08-03,PENDIENTE,0,2021-01-03,2021-03-27
MD#9939,CS%251,CS%G20,C0K1122,300.0,300.0,2024-08-03,PAGADA,0,2023-10-07,2023-10-25
MD#9940,CS%253,CS%G20,C0K1206,300.0,300.0,2024-08-03,VENCIDA,2,2023-12-23,2024-01-21
MD#9941,CS%254,CS%G20,C0K1206,300.0,300.0,2024-08-03,VENCIDA,3,2023-07-24,2023-09-09
MD#9942,CS%255,CS%G20,C0K1109,300.0,300.0,2024-08-03,PAGADA,0,2023-11-05,2024-01-05
MD#9943,CS%256,CS%G20,C0K1142,300.0,300.0,2024-08-03,VENCIDA,3,2023-11-25,2024-01-14
MD#9944,CS%257,CS%G20,C0K1164,300.0,300.0,2024-08-03,PENDIENTE,0,2024-03-13,2024-05-25
MD#9945,CS%259,CS%G20,C0K1147,300.0,300.0,2024-08-03,PAGADA,0,2023-12-07,2024-01-12
MD#9946,CS%26,CS%G20,C0K131,200.0,200.0,2024-08-03,PAGADA,0,2020-08-18,2020-09-06
MD#9947,CS%261,CS%G20,C0K1120,300.0,300.0,2024-08-03,PAGADA,0,2023-10-14,2024-01-07
MD#9948,CS%262,CS%G20,C0K1120,300.0,300.0,2024-08-03,PAGADA,0,2023-11-26,2023-12-08
MD#9949,CS%263,CS%G20,C0K1181,300.0,300.0,2024-08-03,PAGADA,0,2023-11-21,2024-02-07
MD#9950,CS%264,CS%G20,C0K1108,300.0,300.0,2024-08-03,PAGADA,0,2024-06-10,2024-06-22
MD#9951,CS%265,CS%G20,C0K1117,300.0,300.0,2024-08-03,PENDIENTE,0,2024-04-07,2024-07-01
MD#9952,CS%266,CS%G20,C0K1140,300.0,300.0,2024-08-03,PAGADA,0,2024-07-30,2024-09-08
MD#9953,CS%267,CS%G20,C0K1140,300.0,300.0,2024-08-03,PAGADA,0,2023-12-02,2023-12-29
MD#9954,CS%268,CS%G20,C0K1112,300.0,300.0,2024-08-03,VENCIDA,4,2024-01-30,2024-03-07
MD#9955,CS%27,CS%G20,C0K131,200.0,200.0,2024-08-03,VENCIDA,2,2021-01-27,2021-04-04
MD#9956,CS%270,CS%G20,C0K1152,300.0,300.0,2024-08-03,PENDIENTE,0,2024-01-22,2024-01-28
MD#9957,CS%271,CS%G20,C0K1152,300.0,300.0,2024-08-03,VENCIDA,1,2023-10-20,2023-12-07
MD#9958,CS%272,CS%G20,C0K1148,300.0,300.0,2024-08-03,VENCIDA,1,2024-01-20,2024-03-20
MD#9959,CS%273,CS%G20,C0K1160,300.0,300.0,2024-08-03,VENCIDA,2,2024-03-22,2024-06-16
MD#9960,CS%274,CS%G20,C0K1125,300.0,300.0,2024-08-03,PAGADA,0,2024-04-23,2024-06-10
MD#9961,CS%276,CS%G20,C0K1111,300.0,300.0,2024-08-03,PAGADA,0,2024-03-29,2024-04-11
MD#9962,CS%278,CS%G20,C0K1110,300.0,300.0,2024-08-03,PAGADA,0,2024-03-19,2024-04-29
MD#9963,CS%279,CS%G20,C0K1175,300.0,300.0,2024-08-03,VENCIDA,1,2024-07-25,2024-09-22
MD#9964,CS%28,CS%G20,C0K131,200.0,200.0,2024-08-03,PAGADA,0,2020-09-01,2020-09-10
MD#9965,CS%280,CS%G20,C0K1175,300.0,300.0,2024-08-03,PAGADA,0,2024-10-06,2024-11-29
MD#9966,CS%282,CS%G20,C0K1191,300.0,300.0,2024-08-03,PENDIENTE,0,2024-09-29,2024-12-22
MD#9967,CS%283,CS%G20,C0K1131,300.0,300.0,2024-08-03,VENCIDA,2,2024-10-10,2024-10-12
MD#9968,CS%284,CS%G20,C0K1168,300.0,300.0,2024-08-03,VENCIDA,2,2024-09-28,2024-12-23
MD#9969,CS%285,CS%G20,C0K1139,300.0,300.0,2024-08-03,PAGADA,0,2024-08-07,2024-08-17
MD#9970,CS%286,CS%G20,C0K1121,300.0,300.0,2024-08-03,PAGADA,0,2023-12-23,2024-02-20
MD#9971,CS%287,CS%G20,C0K1121,300.0,300.0,2024-08-03,VENCIDA,1,2024-01-03,2024-02-22
MD#9972,CS%288,CS%G20,C0K1166,300.0,300.0,2024-08-03,PAGADA,0,2024-07-07,2024-08-08
MD#9973,CS%289,CS%G20,C0K1134,300.0,300.0,2024-08-03,PAGADA,0,2024-02-08,2024-03-25
MD#9974,CS%29,CS%G20,C0K128,200.0,200.0,2024-08-03,PAGADA,0,2020-07-29,2020-10-20
MD#9975,CS%290,CS%G20,C0K1123,300.0,300.0,2024-08-03,PAGADA,0,2024-07-14,2024-09-16
MD#9976,CS%291,CS%G20,C0K1188,300.0,300.0,2024-08-03,PAGADA,0,2024-07-12,2024-09-01
MD#9977,CS%292,CS%G20,C0K1186,300.0,300.0,2024-08-03,PAGADA,0,2024-09-05,2024-12-03
MD#9978,CS%293,CS%G20,C0K1135,300.0,300.0,2024-08-03,PENDIENTE,0,2023-12-17,2024-02-18
MD#9979,CS%294,CS%G20,C0K1185,300.0,300.0,2024-08-03,PAGADA,0,2024-07-27,2024-10-04
MD#9980,CS%295,CS%G20,C0K1185,300.0,300.0,2024-08-03,PENDIENTE,0,2024-05-11,2024-06-23
MD#9981,CS%296,CS%G20,C0K1149,300.0,300.0,2024-08-03,VENCIDA,1,2024-07-06,2024-07-26
MD#9982,CS%297,CS%G20,C0K1159,300.0,300.0,2024-08-03,PENDIENTE,0,2024-04-11,2024-04-24
MD#9983,CS%298,CS%G20,C0K1205,300.0,300.0,2024-08-03,PENDIENTE,0,2024-11-15,2025-01-14
MD#9984,CS%3,CS%G20,C0K125,200.0,200.0,2024-08-03,PAGADA,0,2020-11-16,2021-01-17
MD#9985,CS%30,CS%G20,C0K128,200.0,200.0,2024-08-03,PAGADA,0,2020-11-09,2021-01-21
MD#9986,CS%300,CS%G20,C0K1141,300.0,300.0,2024-08-03,PAGADA,0,2024-05-22,2024-06-29
MD#9987,CS%301,CS%G20,C0K1155,300.0,300.0,2024-08-03,PAGADA,0,2024-06-05,2024-07-18
MD#9988,CS%302,CS%G20,C0K1169,300.0,300.0,2024-08-03,PENDIENTE,0,2024-05-25,2024-07-07
MD#9989,CS%303,CS%G20,C0K1169,300.0,300.0,2024-08-03,PAGADA,0,2023-12-27,2024-03-17
MD#9990,CS%304,CS%G20,C0K1173,300.0,300.0,2024-08-03,PAGADA,0,2024-06-04,2024-06-20
MD#9991,CS%305,CS%G20,C0K1118,300.0,300.0,2024-08-03,PENDIENTE,0,2024-02-28,2024-04-23
MD#9992,CS%306,CS%G20,C0K1118,300.0,300.0,2024-08-03,PAGADA,0,2024-01-24,2024-04-21
MD#9993,CS%307,CS%G20,C0K1154,300.0,300.0,2024-08-03,PENDIENTE,0,2024-07-29,2024-07-30
MD#9994,CS%308,CS%G20,C0K1136,300.0,300.0,2024-08-03,PAGADA,0,2024-09-04,2024-12-03
MD#9995,CS%309,CS%G20,C0K1136,300.0,300.0,2024-08-03,VENCIDA,1,2024-11-19,2025-02-06
MD#9996,CS%31,CS%G20,C0K118,200.0,200.0,2024-08-03,PAGADA,0,2021-01-27,2021-02-23
MD#9997,CS%310,CS%G20,C0K1106,300.0,300.0,2024-08-03,PAGADA,0,2024-04-10,2024-05-24
MD#9998,CS%311,CS%G20,C0K1165,300.0,300.0,2024-08-03,PENDIENTE,0,2024-07-01,2024-07-02
MD#9999,CS%314,CS%G20,C0K1198,300.0,300.0,2024-08-03,PENDIENTE,0,2024-12-20,2025-02-03
MD#10000,CS%315,CS%G20,C0K1209,300.0,300.0,2024-08-03,PENDIENTE,0,2024-02-04,2024-04-01
MD#10001,CS%32,CS%G20,C0K118,200.0,200.0,2024-08-03,PENDIENTE,0,2021-07-15,2021-08-06
MD#10002,CS%34,CS%G20,C0K120,200.0,200.0,2024-08-03,VENCIDA,2,2021-02-20,2021-03-10
MD#10003,CS%36,CS%G20,C0K130,200.0,200.0,2024-08-03,PAGADA,0,2021-06-17,2021-07-04
MD#10004,CS%38,CS%G20,C0K114,200.0,200.0,2024-08-03,PENDIENTE,0,2021-07-14,2021-10-02
MD#10005,CS%39,CS%G20,C0K114,200.0,200.0,2024-08-03,PAGADA,0,2021-04-14,2021-07-11
MD#10006,CS%40,CS%G20,C0K16,200.0,200.0,2024-08-03,VENCIDA,1,2021-11-04,2022-01-07
MD#10007,CS%41,CS%G20,C0K16,200.0,200.0,2024-08-03,VENCIDA,1,2021-08-11,2021-09-12
MD#10008,CS%43,CS%G20,C0K123,200.0,200.0,2024-08-03,PENDIENTE,0,2021-12-15,2021-12-22
MD#10009,CS%44,CS%G20,C0K123,200.0,200.0,2024-08-03,PAGADA,0,2021-04-25,2021-06-01
MD#10010,CS%46,CS%G20,C0K123,200.0,200.0,2024-08-03,VENCIDA,2,2022-01-22,2022-04-04
MD#10011,CS%48,CS%G20,C0K121,200.0,200.0,2024-08-03,PENDIENTE,0,2022-03-12,2022-04-06
MD#10012,CS%49,CS%G20,C0K121,200.0,200.0,2024-08-03,PAGADA,0,2021-12-30,2021-12-31
MD#10013,CS%5,CS%G20,C0K139,200.0,200.0,2024-08-03,PAGADA,0,2020-03-12,2020-04-21
MD#10014,CS%50,CS%G20,C0K19,200.0,200.0,2024-08-03,PAGADA,0,2021-12-16,2022-02-26
MD#10015,CS%51,CS%G20,C0K15,200.0,200.0,2024-08-03,PENDIENTE,0,2021-08-11,2021-08-24
MD#10016,CS%52,CS%G20,C0K15,200.0,200.0,2024-08-03,PENDIENTE,0,2021-10-26,2021-11-12
MD#10017,CS%53,CS%G20,C0K15,200.0,200.0,2024-08-03,PAGADA,0,2021-07-22,2021-08-23
MD#10018,CS%54,CS%G20,C0K136,200.0,200.0,2024-08-03,PENDIENTE,0,2021-09-27,2021-11-05
MD#10019,CS%55,CS%G20,C0K136,200.0,200.0,2024-08-03,PAGADA,0,2021-12-02,2021-12-12
MD#10020,CS%56,CS%G20,C0K136,200.0,200.0,2024-08-03,PENDIENTE,0,2022-01-12,2022-03-31
MD#10021,CS%57,CS%G20,C0K119,200.0,200.0,2024-08-03,PENDIENTE,0,2022-03-20,2022-04-01
MD#10022,CS%58,CS%G20,C0K119,200.0,200.0,2024-08-03,PAGADA,0,2021-08-28,2021-11-19
MD#10023,CS%59,CS%G20,C0K124,200.0,200.0,2024-08-03,PAGADA,0,2022-02-20,2022-03-26
MD#10024,CS%6,CS%G20,C0K139,200.0,200.0,2024-08-03,PAGADA,0,2020-07-06,2020-09-29
MD#10025,CS%60,CS%G20,C0K124,200.0,200.0,2024-08-03,VENCIDA,3,2021-09-04,2021-09-13
MD#10026,CS%61,CS%G20,C0K124,200.0,200.0,2024-08-03,PAGADA,0,2021-10-27,2021-11-09
MD#10027,CS%63,CS%G20,C0K110,200.0,200.0,2024-08-03,PENDIENTE,0,2022-07-26,2022-09-18
MD#10028,CS%64,CS%G20,C0K127,200.0,200.0,2024-08-03,PENDIENTE,0,2021-09-25,2021-12-15
MD#10029,CS%65,CS%G20,C0K126,200.0,200.0,2024-08-03,PAGADA,0,2022-01-09,2022-03-19
MD#10030,CS%66,CS%G20,C0K126,200.0,200.0,2024-08-03,PAGADA,0,2021-12-16,2021-12-30
MD#10031,CS%67,CS%G20,C0K111,200.0,200.0,2024-08-03,VENCIDA,1,2022-08-28,2022-09-21
MD#10032,CS%68,CS%G20,C0K111,200.0,200.0,2024-08-03,PENDIENTE,0,2022-05-26,2022-08-13
MD#10033,CS%7,CS%G20,C0K116,200.0,200.0,2024-08-03,PAGADA,0,2020-06-14,2020-07-01
MD#10034,CS%70,CS%G20,C0K112,200.0,200.0,2024-08-03,PAGADA,0,2022-07-25,2022-09-01
MD#10035,CS%71,CS%G20,C0K182,200.0,200.0,2024-08-03,PAGADA,0,2022-08-21,2022-09-19
MD#10036,CS%72,CS%G20,C0K182,200.0,200.0,2024-08-03,PAGADA,0,2022-08-02,2022-08-09
MD#10037,CS%73,CS%G20,C0K182,200.0,200.0,2024-08-03,VENCIDA,1,2022-03-05,2022-04-03
MD#10038,CS%74,CS%G20,C0K198,200.0,200.0,2024-08-03,VENCIDA,1,2022-01-26,2022-02-15
MD#10039,CS%75,CS%G20,C0K198,200.0,200.0,2024-08-03,VENCIDA,1,2022-10-26,2022-11-05
MD#10040,CS%76,CS%G20,C0K173,200.0,200.0,2024-08-03,PENDIENTE,0,2022-07-01,2022-09-04
MD#10041,CS%77,CS%G20,C0K173,200.0,200.0,2024-08-03,PENDIENTE,0,2022-07-05,2022-07-16
MD#10042,CS%78,CS%G20,C0K141,200.0,200.0,2024-08-03,PENDIENTE,0,2022-09-01,2022-10-14
MD#10043,CS%79,CS%G20,C0K189,200.0,200.0,2024-08-03,PENDIENTE,0,2023-01-05,2023-02-14
MD#10044,CS%8,CS%G20,C0K116,200.0,200.0,2024-08-03,PENDIENTE,0,2020-10-09,2020-10-20
MD#10045,CS%80,CS%G20,C0K157,200.0,200.0,2024-08-03,PAGADA,0,2022-10-09,2022-10-24
MD#10046,CS%82,CS%G20,C0K178,200.0,200.0,2024-08-03,PENDIENTE,0,2023-02-07,2023-05-08
MD#10047,CS%83,CS%G20,C0K142,200.0,200.0,2024-08-03,VENCIDA,1,2022-11-09,2022-12-03
MD#10048,CS%84,CS%G20,C0K142,200.0,200.0,2024-08-03,VENCIDA,1,2022-09-03,2022-10-09
MD#10049,CS%85,CS%G20,C0K187,200.0,200.0,2024-08-03,VENCIDA,1,2022-09-20,2022-09-22
MD#10050,CS%86,CS%G20,C0K187,200.0,200.0,2024-08-03,PAGADA,0,2022-11-06,2022-11-30
MD#10051,CS%87,CS%G20,C0K187,200.0,200.0,2024-08-03,PENDIENTE,0,2023-02-07,2023-04-02
MD#10052,CS%88,CS%G20,C0K165,200.0,200.0,2024-08-03,VENCIDA,2,2022-12-05,2022-12-12
MD#10053,CS%89,CS%G20,C0K147,200.0,200.0,2024-08-03,PAGADA,0,2022-04-29,2022-05-30
MD#10054,CS%9,CS%G20,C0K129,200.0,200.0,2024-08-03,VENCIDA,1,2020-03-18,2020-04-21
MD#10055,CS%90,CS%G20,C0K147,200.0,200.0,2024-08-03,PENDIENTE,0,2022-09-06,2022-11-22
MD#10056,CS%91,CS%G20,C0K147,200.0,200.0,2024-08-03,PAGADA,0,2022-12-09,2022-12-22
MD#10057,CS%92,CS%G20,C0K195,200.0,200.0,2024-08-03,PENDIENTE,0,2022-07-09,2022-07-18
MD#10058,CS%93,CS%G20,C0K166,200.0,200.0,2024-08-03,PAGADA,0,2022-12-05,2023-01-15
MD#10059,CS%94,CS%G20,C0K166,200.0,200.0,2024-08-03,VENCIDA,2,2022-04-22,2022-04-30
MD#10060,CS%95,CS%G20,C0K196,200.0,200.0,2024-08-03,PENDIENTE,0,2023-03-18,2023-05-24
MD#10061,CS%96,CS%G20,C0K196,200.0,200.0,2024-08-03,PAGADA,0,2022-12-08,2023-02-13
MD#10062,CS%97,CS%G20,C0K156,200.0,200.0,2024-08-03,PAGADA,0,2023-02-20,2023-04-11
MD#10063,CS%98,CS%G20,C0K156,200.0,200.0,2024-08-03,PAGADA,0,2022-12-25,2023-03-12
MD#10064,CS%99,CS%G20,C0K156,200.0,200.0,2024-08-03,PAGADA,0,2022-04-24,2022-06-10
MD#10337,CS%1,CS%G21,C0K125,250.0,300.0,2024-09-03,PENDIENTE,0,2020-07-04,2020-08-11
MD#10338,CS%10,CS%G21,C0K129,250.0,300.0,2024-09-03,PENDIENTE,0,2020-12-12,2021-01-31
MD#10339,CS%100,CS%G21,C0K150,250.0,300.0,2024-09-03,PENDIENTE,0,2023-04-01,2023-06-05
MD#10340,CS%101,CS%G21,C0K150,250.0,300.0,2024-09-03,PENDIENTE,0,2023-02-14,2023-02-23
MD#10341,CS%103,CS%G21,C0K155,250.0,300.0,2024-09-03,PENDIENTE,0,2022-06-08,2022-08-18
MD#10342,CS%104,CS%G21,C0K181,250.0,300.0,2024-09-03,PAGADA,0,2022-12-09,2023-01-12
MD#10343,CS%105,CS%G21,C0K172,250.0,300.0,2024-09-03,PAGADA,0,2022-08-29,2022-10-07
MD#10344,CS%107,CS%G21,C0K1100,250.0,300.0,2024-09-03,PENDIENTE,0,2022-10-17,2023-01-03
MD#10345,CS%108,CS%G21,C0K1100,250.0,300.0,2024-09-03,PAGADA,0,2023-05-04,2023-07-24
MD#10346,CS%109,CS%G21,C0K153,250.0,300.0,2024-09-03,PAGADA,0,2023-01-21,2023-01-31
MD#10347,CS%11,CS%G21,C0K122,250.0,300.0,2024-09-03,PAGADA,0,2020-12-09,2021-03-01
MD#10348,CS%110,CS%G21,C0K177,250.0,300.0,2024-09-03,PAGADA,0,2022-07-15,2022-07-20
MD#10349,CS%111,CS%G21,C0K177,250.0,300.0,2024-09-03,PENDIENTE,0,2022-10-31,2022-11-12
MD#10350,CS%112,CS%G21,C0K170,250.0,300.0,2024-09-03,PAGADA,0,2022-08-27,2022-09-23
MD#10351,CS%113,CS%G21,C0K170,250.0,300.0,2024-09-03,VENCIDA,1,2023-03-05,2023-03-12
MD#10352,CS%115,CS%G21,C0K158,250.0,300.0,2024-09-03,PENDIENTE,0,2023-04-01,2023-04-02
MD#10353,CS%117,CS%G21,C0K168,250.0,300.0,2024-09-03,VENCIDA,2,2022-11-21,2022-11-27
MD#10354,CS%118,CS%G21,C0K148,250.0,300.0,2024-09-03,PAGADA,0,2022-12-16,2023-03-08
MD#10355,CS%119,CS%G21,C0K154,250.0,300.0,2024-09-03,PENDIENTE,0,2022-07-14,2022-10-10
MD#10356,CS%12,CS%G21,C0K122,250.0,300.0,2024-09-03,PENDIENTE,0,2020-11-22,2021-01-27
